序号,院校名称,学校标识码,主管部门,所在地,层次,省市,性质,研究生,共建方,城市级,考研,推免,深造,国内升学,出国,行业隶属,顶尖专业,特色专业,官网,可点击链接
750,南京医科大学,4132010312,江苏省,南京市,本科,江苏,一流学科,推免,教育部、卫健委、江苏省,新一线,34.96,12,34.95%,,,,,预防医学、临床医学,https://www.njmu.edu.cn/,https://www.njmu.edu.cn/
751,徐州医科大学,4132010313,江苏省,徐州市,本科,江苏,公办,推免,,二线,21.6,2.9,32.83%,,,,,,https://www.xzhmu.edu.cn/,https://www.xzhmu.edu.cn/
752,南京中医药大学,4132010315,江苏省,南京市,本科,江苏,一流学科,推免,江苏省、教育部、国家中医药管理局,新一线,16.89,7,37.45%,31.84%,5.61%,,药学、药物制剂,中医学、中药学、护理学,https://www.njucm.edu.cn/,https://www.njucm.edu.cn/
753,中国药科大学,4132010316,教育部,南京市,本科,江苏,211,推免,教育部、江苏省、国家中医药管理局,新一线,30.83,16.9,46.25%,40.26%,5.99%,药监局,,药学、中药学、药物制剂,http://www.cpu.edu.cn/,http://www.cpu.edu.cn/
754,南京师范大学,4132010319,江苏省,南京市,本科,江苏,211,推免,江苏省、教育部,新一线,25.98,14.5,41.40%,33.92%,7.48%,化工部,小学教育、美术学、动画,汉语言文学、新闻学、历史学、动画、生物科学,http://www.njnu.edu.cn/,http://www.njnu.edu.cn/
755,江苏师范大学,4132010320,江苏省,徐州市,本科,江苏,共建,推免,江苏省、教育部,二线,18.11,4.9,26.69%,,,,,,http://www.jsnu.edu.cn/,http://www.jsnu.edu.cn/
756,淮阴师范学院,4132010323,江苏省,淮安市,本科,江苏,公办,,,三线,11.25,,11.27%,10.43%,0.84%,,,物理学,http://www.hytc.edu.cn/,http://www.hytc.edu.cn/
757,盐城师范学院,4132010324,江苏省,盐城市,本科,江苏,公办,,,三线,10.53,,10.20%,,,,,,http://www.yctc.edu.cn/,http://www.yctc.edu.cn/
758,南京财经大学,4132010327,江苏省,南京市,本科,江苏,共建,,国家粮食局、江苏省,新一线,13.51,,26.87%,,,商业部,,食品科学与工程、统计学,http://www.nufe.edu.cn/,http://www.nufe.edu.cn/
759,江苏警官学院,4132010329,江苏省,南京市,本科,江苏,公办,,,新一线,,,4.87%,,,,,刑事科学技术,https://www.jspi.cn/,https://www.jspi.cn/
760,南京体育学院,4132010330,江苏省,南京市,本科,江苏,公办,推免,,新一线,6.97,2.6,8.80%,7.72%,1.08%,,,运动训练,http://www.nipes.cn/,http://www.nipes.cn/
761,南京艺术学院,4132010331,江苏省,南京市,本科,江苏,共建,推免,文化和旅游部、江苏省,新一线,8.38,2.5,,,,,舞蹈学、舞蹈编导、播音与主持艺术,动画、艺术设计、绘画,https://www.nua.edu.cn/,https://www.nua.edu.cn/
762,苏州科技大学,4132010332,江苏省,苏州市,本科,江苏,共建,,住房和城乡建设部、江苏省,新一线,9.5,,21.07%,,,铁道部、建设部,,,https://www.usts.edu.cn/,https://www.usts.edu.cn/
763,常熟理工学院,4132010333,江苏省,苏州市,本科,江苏,公办,,,新一线,12.43,,11.60%,,,,,自动化,https://www.cslg.edu.cn/,https://www.cslg.edu.cn/
764,南京工业职业技术大学,4132010850,江苏省,南京市,本科,江苏,示范,,,新一线,27.73,,,,,,,,http://www.niit.edu.cn/,http://www.niit.edu.cn/
765,淮阴工学院,4132011049,江苏省,淮安市,本科,江苏,公办,,,三线,14.63,,23.68%,,,,, 机械设计制造及其自动化,http://www.hyit.edu.cn/,http://www.hyit.edu.cn/
766,常州工学院,4132011055,江苏省,常州市,本科,江苏,公办,,,二线,7.8,,2.55%,,,,,,https://www.czu.cn/,https://www.czu.cn/
767,扬州大学,4132011117,江苏省,扬州市,本科,江苏,共建,推免,江苏省、教育部,三线,25.1,6.4,34.29%,30.82%,3.46%,,,动物医学、农学、化学、数学与应用数学,https://www.yzu.edu.cn/,https://www.yzu.edu.cn/
768,三江学院,4132011122,江苏省教育厅,南京市,本科,江苏,民办,,,新一线,4.5,,5.17%,,,,,,https://www.sju.edu.cn/,https://www.sju.edu.cn/
769,南京工程学院,4132011276,江苏省,南京市,本科,江苏,公办,,,新一线,11.7,,20.46%,19.19%,1.27%,水利电力部、机械部,,自动化、热能与动力工程,https://www.njit.edu.cn/,https://www.njit.edu.cn/
770,南京审计大学,4132011287,江苏省,南京市,本科,江苏,共建,,江苏省、审计署、教育部、财政部,新一线,9.85,,22.30%,14.14%,8.16%,中国人民银行、国家审计署,,,https://www.nau.edu.cn/,https://www.nau.edu.cn/
771,南京晓庄学院,4132011460,江苏省,南京市,本科,江苏,公办,,,新一线,6.98,,,,,,,小学教育,https://www.njxzc.edu.cn/,https://www.njxzc.edu.cn/
772,江苏理工学院,4132011463,江苏省,常州市,本科,江苏,公办,,,二线,8.33,,12.14%,,,,,,http://www.jstu.edu.cn/,http://www.jstu.edu.cn/
773,江苏海洋大学,4132011641,江苏省,连云港市,本科,江苏,公办,,,三线,12.89,,14.66%,,,化工部,,,https://www.jou.edu.cn/,https://www.jou.edu.cn/
774,徐州工程学院,4132011998,江苏省,徐州市,本科,江苏,公办,,,二线,7.18,,11.87%,11.07%,0.81%,,,,http://www.xzit.edu.cn/,http://www.xzit.edu.cn/
775,南京特殊教育师范学院,4132012048,江苏省,南京市,本科,江苏,公办,,,新一线,8.57,,7.81%,,,,,,https://www.njts.edu.cn/,https://www.njts.edu.cn/
776,南通理工学院,4132012056,江苏省教育厅,南通市,本科,江苏,民办,,,二线,3.01,,4.31%,,,,,,https://www.ntit.edu.cn/,https://www.ntit.edu.cn/
777,南京森林警察学院,4132012213,公安部,南京市,本科,江苏,公办,,,新一线,,,1.10%,,,林业部,,,http://www.forestpolice.net/,http://www.forestpolice.net/
778,东南大学成贤学院,4132012689,江苏省教育厅,南京市,本科,江苏,民办,,,新一线,7.66,,14.93%,11.09%,3.84%,,,,http://cxxy.seu.edu.cn/,http://cxxy.seu.edu.cn/
779,泰州学院,4132012917,江苏省,泰州市,本科,江苏,公办,,,三线,,,8.00%,,,,,,http://www.tzsz.net/,http://www.tzsz.net/
780,无锡太湖学院,4132013571,江苏省教育厅,无锡市,本科,江苏,民办,,,二线,1.66,,4.53%,4.03%,0.50%,,,,http://www.wxu.edu.cn/,http://www.wxu.edu.cn/
781,金陵科技学院,4132013573,江苏省,南京市,本科,江苏,公办,,,新一线,9.87,,9.87%,,,,,会计学,https://www.jit.edu.cn/,https://www.jit.edu.cn/
782,中国矿业大学徐海学院,4132013579,江苏省教育厅,徐州市,本科,江苏,民办,,,二线,12.35,,15.58%,,,,,,https://cloud.bodor.com/,https://cloud.bodor.com/
783,南京大学金陵学院,4132013646,江苏省教育厅,南京市,本科,江苏,民办,,,新一线,6.83,,14.35%,,,,,,https://www.jlxy.nju.edu.cn/,https://www.jlxy.nju.edu.cn/
784,南京理工大学紫金学院,4132013654,江苏省教育厅,南京市,本科,江苏,民办,,,新一线,14,,9.95%,7.73%,2.22%,,,,http://zj.njust.edu.cn/,http://zj.njust.edu.cn/
785,南京航空航天大学金城学院,4132013655,江苏省教育厅,南京市,本科,江苏,民办,,,新一线,15,,11.04%,,,,,,http://jc.nuaa.edu.cn/,http://jc.nuaa.edu.cn/
786,南京传媒学院,4132013687,江苏省教育厅,南京市,本科,江苏,民办,,,新一线,1.78,,7.84%,,,,,,https://gaokao.chsi.com.cn/sch/schoolInfoMain--schId-1928.dhtml,https://gaokao.chsi.com.cn/sch/schoolInfoMain--schId-1928.dhtml
787,南京理工大学泰州科技学院,4132013842,江苏省教育厅,泰州市,本科,江苏,民办,,,三线,8.2,,8.84%,,,,,,http://www.nustti.edu.cn/,http://www.nustti.edu.cn/
788,南京师范大学泰州学院,4132013843,江苏省教育厅,泰州市,本科,江苏,民办,,,三线,3,,,,,,,,https://www.nnutc.edu.cn/,https://www.nnutc.edu.cn/
789,南京工业大学浦江学院,4132013905,江苏省教育厅,南京市,本科,江苏,民办,,,新一线,,,7.50%,5.95%,1.55%,,,,http://web.njpji.cn/,http://web.njpji.cn/
790,南京师范大学中北学院,4132013906,江苏省教育厅,镇江市,本科,江苏,民办,,,三线,8,,5.59%,,,,,,http://www.nnudy.edu.cn/,http://www.nnudy.edu.cn/
791,南京医科大学康达学院,4132013980,江苏省教育厅,连云港市,本科,江苏,民办,,,三线,4.7,,12.71%,12.33%,0.38%,,,,http://kdc.njmu.edu.cn/,http://kdc.njmu.edu.cn/
792,南京中医药大学翰林学院,4132013981,江苏省教育厅,泰州市,本科,江苏,民办,,,三线,10.12,,9.72%,9.32%,0.40%,,,,http://www.hlxy.edu.cn/,http://www.hlxy.edu.cn/
793,无锡学院,4132013982,江苏省,无锡市,本科,江苏,公办,,,二线,12.4,,15.92%,14.46%,1.46%,,,,http://www.bjxy.cn/index.jsp,http://www.bjxy.cn/index.jsp
794,苏州城市学院,4132013983,江苏省,苏州市,本科,江苏,公办,,,新一线,9,,10.37%,7.05%,3.32%,,,,http://www.sdwz.cn/,http://www.sdwz.cn/
795,苏州大学应用技术学院,4132013984,江苏省教育厅,苏州市,本科,江苏,民办,,,新一线,2.62,,,,,,,,http://tec.suda.edu.cn/,http://tec.suda.edu.cn/
796,苏州科技大学天平学院,4132013985,江苏省教育厅,苏州市,本科,江苏,民办,,,新一线,2.62,,6.71%,,,,,,http://tpxy.usts.edu.cn/,http://tpxy.usts.edu.cn/
797,江苏大学京江学院,4132013986,江苏省教育厅,镇江市,本科,江苏,民办,,,三线,8.29,,,,,,,,https://jjxy.ujs.edu.cn/,https://jjxy.ujs.edu.cn/
798,扬州大学广陵学院,4132013987,江苏省教育厅,扬州市,本科,江苏,民办,,,三线,5.96,,9.46%,,,,,,http://glxy.yzu.edu.cn/,http://glxy.yzu.edu.cn/
799,江苏师范大学科文学院,4132013988,江苏省教育厅,徐州市,本科,江苏,民办,,,二线,8.12,,4.85%,,,,,,http://kwxy.jsnu.edu.cn/,http://kwxy.jsnu.edu.cn/
800,南京邮电大学通达学院,4132013989,江苏省教育厅,扬州市,本科,江苏,民办,,,三线,17,,14.47%,,,,,,https://www.nytdc.edu.cn/,https://www.nytdc.edu.cn/
801,南京财经大学红山学院,4132013990,江苏省教育厅,镇江市,本科,江苏,民办,,,三线,1.72,,7.23%,,,,,,http://hs.nufe.edu.cn/,http://hs.nufe.edu.cn/
802,江苏科技大学苏州理工学院,4132013991,江苏省教育厅,苏州市,本科,江苏,民办,,,新一线,9.31,,18.10%,,,,,,http://szlg.just.edu.cn/,http://szlg.just.edu.cn/
803,常州大学怀德学院,4132013992,江苏省教育厅,泰州市,本科,江苏,民办,,,三线,6.25,,5.41%,,,,,,http://hdc.cczu.edu.cn/,http://hdc.cczu.edu.cn/
804,南通大学杏林学院,4132013993,江苏省教育厅,南通市,本科,江苏,民办,,,二线,6.22,,11.19%,,,,,,https://xlxy.ntu.edu.cn/,https://xlxy.ntu.edu.cn/
805,南京审计大学金审学院,4132013994,江苏省教育厅,南京市,本科,江苏,民办,,,新一线,4.3,,,,,,,,http://www.naujsc.edu.cn/,http://www.naujsc.edu.cn/
806,宿迁学院,4132014160,江苏省,宿迁市,本科,江苏,公办,,,三线,,,13.00%,,,,,,http://www.sqc.edu.cn/,http://www.sqc.edu.cn/
807,江苏第二师范学院,4132014436,江苏省,南京市,本科,江苏,公办,,,新一线,1,,7.19%,,,,,,http://www.jssnu.edu.cn/,http://www.jssnu.edu.cn/
808,西交利物浦大学,4132016403,江苏省教育厅,苏州市,本科,江苏,中外合作办学,,,新一线,69,,85.74%,,,,,,https://www.xjtlu.edu.cn/zh/,https://www.xjtlu.edu.cn/zh/
809,昆山杜克大学,4132016406,江苏省教育厅,昆山市,本科,江苏,中外合作办学,,,新一线,,,,,,,,,https://dukekunshan.edu.cn/,https://dukekunshan.edu.cn/
810,盐城幼儿师范高等专科学校,3632000466,江苏省,盐城市,专科,江苏,公办,,,三线,,,,,,,,,http://www.yyz.edu.cn/,http://www.yyz.edu.cn/
811,苏州幼儿师范高等专科学校,3632000583,江苏省,苏州市,专科,江苏,公办,,,新一线,,,,,,,,,http://www.szys.net/,http://www.szys.net/
812,明达职业技术学院,4132010826,江苏省教育厅,盐城市,专科,江苏,民办,,,三线,,,,,,,,,http://www.mdut.cn/,http://www.mdut.cn/
813,无锡职业技术学院,4132010848,江苏省,无锡市,专科,江苏,A/示范,,,二线,,,,,,,,,http://www.wxit.edu.cn/,http://www.wxit.edu.cn/
814,江苏建筑职业技术学院,4132010849,江苏省,徐州市,专科,江苏,群A/示范,,,二线,,,,,,,,,http://www.jsjzi.edu.cn/,http://www.jsjzi.edu.cn/
815,江苏工程职业技术学院,4132010958,江苏省,南通市,专科,江苏,群B/示范,,,二线,,,,,,,,,http://www.jcet.edu.cn/,http://www.jcet.edu.cn/
816,苏州工艺美术职业技术学院,4132010960,江苏省,苏州市,专科,江苏,群B/骨干,,,新一线,,,,,,,,,http://www.sgmart.com/,http://www.sgmart.com/
817,连云港职业技术学院,4132011050,江苏省,连云港市,专科,江苏,公办,,,三线,,,,,,,,,http://www.lygtc.net.cn/,http://www.lygtc.net.cn/
818,镇江市高等专科学校,4132011051,江苏省,镇江市,专科,江苏,公办,,,三线,,,,,,,,,http://www.zjc.edu.cn/,http://www.zjc.edu.cn/
819,南通职业大学,4132011052,江苏省,南通市,专科,江苏,群C,,,二线,,,,,,,,,http://www.ntvu.edu.cn/2014/,http://www.ntvu.edu.cn/2014/
820,苏州职业大学,4132011054,江苏省,苏州市,专科,江苏,公办,,,新一线,,,,,,,,,http://www.jssvc.edu.cn/,http://www.jssvc.edu.cn/
821,沙洲职业工学院,4132011288,江苏省,苏州市,专科,江苏,公办,,,新一线,,,,,,,,,http://www.szit.edu.cn/,http://www.szit.edu.cn/
822,扬州市职业大学,4132011462,江苏省,扬州市,专科,江苏,公办,,,三线,,,,,,,,,http://www.yzpc.edu.cn/,http://www.yzpc.edu.cn/
823,连云港师范高等专科学校,4132011585,江苏省,连云港市,专科,江苏,公办,,,三线,,,,,,,,,http://www.lygsf.cn/,http://www.lygsf.cn/
824,江苏经贸职业技术学院,4132012047,江苏省,南京市,专科,江苏,C/骨干,,,新一线,,,,,,,,,http://www.jseti.edu.cn/,http://www.jseti.edu.cn/
825,九州职业技术学院,4132012054,江苏省教育厅,徐州市,专科,江苏,民办,,,二线,,,,,,,,,http://www.jznu.com.cn/,http://www.jznu.com.cn/
826,硅湖职业技术学院,4132012078,江苏省教育厅,苏州市,专科,江苏,民办,,,新一线,,,,,,,,,http://www.usl.edu.cn/,http://www.usl.edu.cn/
827,泰州职业技术学院,4132012106,江苏省,泰州市,专科,江苏,公办,,,三线,,,,,,,,,http://www.tzpc.edu.cn/,http://www.tzpc.edu.cn/
828,常州信息职业技术学院,4132012317,江苏省,常州市,专科,江苏,B/示范,,,二线,,,,,,,,,http://www.ccit.js.cn/,http://www.ccit.js.cn/
829,江苏联合职业技术学院,4132012678,江苏省,南京市,专科,江苏,公办,,,新一线,,,,,,,,,http://www.juti.cn/,http://www.juti.cn/
830,江苏海事职业技术学院,4132012679,江苏省,南京市,专科,江苏,群B,,,新一线,,,,,,,,,http://www1.jmi.edu.cn/,http://www1.jmi.edu.cn/
831,应天职业技术学院,4132012680,江苏省教育厅,南京市,专科,江苏,民办,,,新一线,,,,,,,,,http://www.ytc.edu.cn/,http://www.ytc.edu.cn/
832,无锡科技职业学院,4132012681,江苏省,无锡市,专科,江苏,公办,,,二线,,,,,,,,,https://www.wxstc.cn/,https://www.wxstc.cn/
833,江苏医药职业学院,4132012682,江苏省,盐城市,专科,江苏,公办,,,三线,,,,,,,,,http://www.jsycmc.com/,http://www.jsycmc.com/
834,扬州环境资源职业技术学院,4132012683,江苏省,扬州市,专科,江苏,公办,,,三线,,,,,,,,,,
835,南通科技职业学院,4132012684,江苏省,南通市,专科,江苏,公办,,,二线,,,,,,,,,http://www.ntst.edu.cn/,http://www.ntst.edu.cn/
836,苏州经贸职业技术学院,4132012685,江苏省,苏州市,专科,江苏,公办,,,新一线,,,,,,,,,http://www.szjm.edu.cn/site/szjm/,http://www.szjm.edu.cn/site/szjm/
837,苏州工业职业技术学院,4132012686,江苏省,苏州市,专科,江苏,群C,,,新一线,,,,,,,,,http://www.siit.cn/,http://www.siit.cn/
838,苏州托普信息职业技术学院,4132012687,江苏省教育厅,苏州市,专科,江苏,民办,,,新一线,,,,,,,,,http://www.szetop.com/portal/center/,http://www.szetop.com/portal/center/
839,苏州卫生职业技术学院,4132012688,江苏省,苏州市,专科,江苏,公办,,,新一线,,,,,,,,,http://www.szmtc.com/,http://www.szmtc.com/
840,无锡商业职业技术学院,4132012702,江苏省,无锡市,专科,江苏,群C,,,二线,,,,,,,,,http://www.wxic.edu.cn/,http://www.wxic.edu.cn/
841,江苏航运职业技术学院,4132012703,江苏省,南通市,专科,江苏,群B/骨干,,,二线,,,,,,,,,,
842,南京交通职业技术学院,4132012804,江苏省,南京市,专科,江苏,公办,,,新一线,,,,,,,,,http://www.njitt.edu.cn/,http://www.njitt.edu.cn/
843,江苏电子信息职业学院,4132012805,江苏省,淮安市,专科,江苏,公办,,,三线,,,,,,,,,,
844,江苏农牧科技职业学院,4132012806,江苏省,泰州市,专科,江苏,B/骨干,,,三线,,,,,,,,,http://www.jsahvc.edu.cn/,http://www.jsahvc.edu.cn/
845,常州纺织服装职业技术学院,4132012807,江苏省,常州市,专科,江苏,公办,,,二线,,,,,,,,,http://www.cztgi.edu.cn/,http://www.cztgi.edu.cn/
846,苏州农业职业技术学院,4132012808,江苏省,苏州市,专科,江苏,群B,,,新一线,,,,,,,,,http://www.szai.com/,http://www.szai.com/
847,苏州工业园区职业技术学院,4132012809,江苏省,苏州市,专科,江苏,民办,,,新一线,,,,,,,,,http://www.ivt.edu.cn/,http://www.ivt.edu.cn/
848,太湖创意职业技术学院,4132012918,江苏省教育厅,无锡市,专科,江苏,民办,,,二线,,,,,,,,,http://www.thcyzy.org,http://www.thcyzy.org
849,炎黄职业技术学院,4132012919,江苏省教育厅,淮安市,专科,江苏,民办,,,三线,,,,,,,,,http://www.yhjyjt.cn/,http://www.yhjyjt.cn/
850,南京科技职业学院,4132012920,江苏省,南京市,专科,江苏,骨干,,,新一线,,,,,,,,,http://www.njpi.edu.cn/,http://www.njpi.edu.cn/
851,正德职业技术学院,4132012921,江苏省教育厅,南京市,专科,江苏,民办,,,新一线,,,,,,,,,http://zd.nuaa.edu.cn/,http://zd.nuaa.edu.cn/
